time,x
1879,-5.86
1880,-5.87
1881,-5.875
1882,-5.875
1883,-5.875
1884,-5.87
1885,-5.87
1886,-5.87
1887,-5.875
1888,-5.88
1889,-5.89
1890,-5.915
1891,-5.905
1892,-5.825
1893,-5.69
1894,-5.55
1895,-5.33
1896,-4.98
1897,-4.575
1898,-4.245
1899,-4.07
1900,-4.025
1901,-4.135
1902,-4.385
1903,-4.74
1904,-5.165
1905,-5.615
1906,-6
1907,-6.23
1908,-6.28
1909,-6.275
1910,-6.265
1911,-6.27
1912,-6.235
1913,-6.18
1914,-6.12
1915,-6.08
1916,-6.07
1917,-6.06
1918,-6.04
1919,-6.03
1920,-6.02
1921,-6.01
1922,-6.005
1923,-6
1924,-5.995
1925,-6
1926,-6
1927,-5.99
1928,-5.985
1929,-5.985
1930,-5.97
1931,-5.96
1932,-5.945
1933,-5.935
1934,-5.92
1935,-5.895
1936,-5.875
1937,-5.85
1938,-5.82
1939,-5.795
1940,-5.76
1941,-5.73
1942,-5.705
1943,-5.67
1944,-5.645
1945,-5.61
1946,-5.585
1947,-5.565
1948,-5.55
1949,-5.535
1950,-5.52
1951,-5.52
1952,-5.52
1953,-5.515
1954,-5.52
1955,-5.52
1956,-5.53
1957,-5.54
1958,-5.55
1959,-5.565
1960,-5.58
1961,-5.6
1962,-5.62
1963,-5.64
1964,-5.67
1965,-5.69
1966,-5.71
1967,-5.735
1968,-5.755
1969,-5.77
1970,-5.78
1971,-5.79
1972,-5.795
1973,-5.805
1974,-5.815
1975,-5.82
1976,-5.83
1977,-5.835
1978,-5.84
1979,-5.85
1980,-5.85
1981,-5.855
1982,-5.855
1983,-5.86
1984,-5.86
1985,-5.86
1986,-5.86
1987,-5.86
1988,-5.855
1989,-5.855
1990,-5.85
1991,-5.85
1992,-5.85
1993,-5.85
1994,-5.85
1995,-5.845
1996,-5.83
1997,-5.82
1998,-5.8
1999,-5.795
2000,-5.785
2001,-5.785
2002,-5.785
2003,-5.77
2004,-5.75
2005,-5.725
2006,-5.705
2007,-5.7
2008,-5.705
2009,-5.715
2010,-5.72
2011,-5.715
2012,-5.73
2013,-5.74
2014,-5.76
2015,-5.775
2016,-5.79
2017,-5.805
2018,-5.83
2019,-5.85
2020,-5.87
2021,-5.89
2022,-5.895
2023,-5.885
2024,-5.88
2025,-5.88
2026,-5.88
2027,-5.88
2028,-5.88
2029,-5.88
2030,-5.88
2031,-5.88
2032,-5.875
2033,-5.875
2034,-5.89
2035,-5.91
2036,-5.895
2037,-5.8
2038,-5.67
2039,-5.525
2040,-5.28
2041,-4.905
2042,-4.51
2043,-4.22
2044,-4.085
2045,-4.075
2046,-4.23
2047,-4.5
2048,-4.88
2049,-5.315
2050,-5.76
2051,-6.09
2052,-6.28
2053,-6.295
2054,-6.28
2055,-6.28
2056,-6.265
2057,-6.215
2058,-6.155
2059,-6.095
2060,-6.065
2061,-6.065
2062,-6.06
2063,-6.055
2064,-6.05
2065,-6.04
2066,-6.035
2067,-6.035
2068,-6.035
2069,-6.025
2070,-6.02
2071,-6.02
2072,-6.01
2073,-5.995
2074,-5.99
2075,-5.975
2076,-5.955
2077,-5.93
2078,-5.92
2079,-5.91
2080,-5.895
2081,-5.88
2082,-5.84
2083,-5.8
2084,-5.765
2085,-5.735
2086,-5.705
2087,-5.67
2088,-5.64
2089,-5.61
2090,-5.58
2091,-5.56
2092,-5.54
2093,-5.52
2094,-5.515
2095,-5.5
2096,-5.495
2097,-5.49
2098,-5.495
2099,-5.5
2100,-5.515
2101,-5.525
2102,-5.54
2103,-5.555
2104,-5.57
2105,-5.585
2106,-5.605
2107,-5.625
2108,-5.645
2109,-5.665
2110,-5.685
2111,-5.705
2112,-5.725
2113,-5.745
2114,-5.76
2115,-5.775
2116,-5.79
2117,-5.8
2118,-5.815
2119,-5.825
2120,-5.83
2121,-5.84
2122,-5.84
2123,-5.845
2124,-5.85
2125,-5.85
2126,-5.85
2127,-5.845
2128,-5.84
2129,-5.835
2130,-5.83
2131,-5.825
2132,-5.82
2133,-5.815
2134,-5.805
2135,-5.805
2136,-5.8
2137,-5.79
2138,-5.78
2139,-5.76
2140,-5.745
2141,-5.74
2142,-5.735
2143,-5.74
2144,-5.74
2145,-5.735
2146,-5.72
2147,-5.695
2148,-5.68
2149,-5.665
2150,-5.67
2151,-5.68
2152,-5.685
2153,-5.68
2154,-5.69
2155,-5.705
2156,-5.72
2157,-5.74
2158,-5.76
2159,-5.765
2160,-5.795
2161,-5.81
2162,-5.84
2163,-5.86
2164,-5.87
2165,-5.875
2166,-5.875
2167,-5.875
2168,-5.88
2169,-5.885
2170,-5.885
2171,-5.875
2172,-5.87
2173,-5.875
2174,-5.89
2175,-5.875
2176,-5.89
2177,-5.91
2178,-5.89
2179,-5.795
2180,-5.66
2181,-5.52
2182,-5.315
2183,-4.98
2184,-4.585
2185,-4.255
2186,-4.08
2187,-4.04
2188,-4.14
2189,-4.385
2190,-4.73
2191,-5.16
2192,-5.615
2193,-5.995
2194,-6.22
2195,-6.27
2196,-6.255
2197,-6.25
2198,-6.245
2199,-6.205
2200,-6.15
2201,-6.09
2202,-6.055
2203,-6.055
2204,-6.055
2205,-6.045
2206,-6.04
2207,-6.025
2208,-6.02
2209,-6.01
2210,-6
2211,-5.995
2212,-5.985
2213,-5.985
2214,-5.975
2215,-5.965
2216,-5.96
2217,-5.95
2218,-5.935
2219,-5.93
2220,-5.91
2221,-5.895
2222,-5.88
2223,-5.86
2224,-5.83
2225,-5.8
2226,-5.775
2227,-5.745
2228,-5.71
2229,-5.68
2230,-5.655
2231,-5.625
2232,-5.59
2233,-5.56
2234,-5.54
2235,-5.525
2236,-5.51
2237,-5.5
2238,-5.485
2239,-5.49
2240,-5.49
2241,-5.49
2242,-5.495
2243,-5.51
2244,-5.525
2245,-5.54
2246,-5.555
2247,-5.57
2248,-5.59
2249,-5.605
2250,-5.625
2251,-5.65
2252,-5.67
2253,-5.695
2254,-5.72
2255,-5.74
2256,-5.765
2257,-5.785
2258,-5.8
2259,-5.815
2260,-5.825
2261,-5.83
2262,-5.835
2263,-5.84
2264,-5.84
2265,-5.845
2266,-5.85
2267,-5.85
2268,-5.85
2269,-5.855
2270,-5.855
2271,-5.855
2272,-5.85
2273,-5.845
2274,-5.84
2275,-5.835
2276,-5.83
2277,-5.825
2278,-5.815
2279,-5.8
2280,-5.78
2281,-5.775
2282,-5.77
2283,-5.76
2284,-5.755
2285,-5.74
2286,-5.73
2287,-5.705
2288,-5.685
2289,-5.665
2290,-5.66
2291,-5.67
2292,-5.67
2293,-5.665
2294,-5.67
2295,-5.68
2296,-5.695
2297,-5.715
2298,-5.735
2299,-5.755
